ID_Wisata,Nama_Wisata,Kota,Kategori,Deskripsi_Wisata,Deskripsi_Clean
99,Kampung Wisata Kadipaten,Yogyakarta,Budaya,Kampung Wisata Kadipaten secaara kewilayahan berada di Kelurahan Kadipaten Kecamatan Kraton. Keberadaannya juga berfungsi sebagai penyangga obyek wisata Kraton Kasultanan Yogyakarta. Sesuai dengan potensi yang ada Kampung Wisata Kadipaten kemudian mengangkat tema “Art and Heritage Turism” sebagai brandinngnya. Kawasan kampung wisata ini menjadi sangat unik dan spesifik karena disana banyak terdapat bangunan situs cagar busaya terutama bangunan Dalem Pangeran. Nama Kadipaten sendiri konon berasal dari nama kawasan yang disana banyak terdapat bangunan situs cagar budaya terutama bangunan Dalem Pangeran. Nama Kadipaten konon berasal dari nama kawasan yang disana banyak ditinggali oleh kerabat Kraton yang sekaligus sebagai pengagung Kraton.,kampung wisata kadipaten secaara wilayah ada lurah kadipaten camat kraton ada fungsi sangga obyek wisata kraton kasultanan yogyakarta sesuai potensi ada kampung wisata kadipaten kemudian angkat tema art and heritage turism brandinngnya kawasan kampung wisata jadi sangat unik spesifik sana banyak dapat bangun situs cagar busaya utama bangun dalem pangeran nama kadipaten sendiri konon asal nama kawasan sana banyak dapat bangun situs cagar budaya utama bangun dalem pangeran nama kadipaten konon asal nama kawasan sana banyak tinggal kerabat kraton sekaligus agung kraton
100,Taman Budaya Yogyakarta,Yogyakarta,Budaya,"Taman Budaya Yogyakarta (TBY) (Hanacaraka:ꦠꦩꦤ꧀​ꦧꦸꦢꦪ​ꦔꦪꦺꦴꦒꦾꦏꦂꦠ, bahasa Jawa: Taman Budaya Ngayogyakarta) adalah sarana wisata yang terletak di Jalan Sri Wedani No 1, Yogyakarta. TBY memiliki kompleks gedung yang berfungsi sebagai tempat pameran, pertunjukan, dan berbagai kegiatan seni lainnya. TBY merupakan Unit Pelaksana Teknis Dinas (UPTD) pada Dinas Kebudayaan Provinsi Daerah Istimewa Yogyakarta. Fungsi dari TBY adalah sebagai pusat budaya termasuk di dalamnya pengembangan dan pengolahan pusat dokumentasi, etalase, dan informasi seni budaya dan pariwisata.",taman budaya yogyakarta tby hanacaraka bahasa jawa taman budaya ngayogyakarta sarana wisata letak jalan sri wedani no yogyakarta tby milik kompleks gedung fungsi tempat pamer tunjuk bagai giat seni lain tby rupa unit laksana teknis dinas uptd dinas budaya provinsi daerah istimewa yogyakarta fungsi tby bagai pusat budaya masuk dalam kembang olah pusat dokumentasi etalase informasi seni budaya pariwisata
101,Kampung Wisata Sosro Menduran,Yogyakarta,Budaya,"Kampung wisata Sosromenduran merupakan kampung wisata yang sangat unik karena berbasis multi culture, akomodasi dan belanja sekaligus berfungsi sebagai penyangga kawasan Objek Wisata Malioboro. Secara kewilayahan kampung wisata sosromenduran berada di Kelurahan Sosromenduran Kecamatan Gedongtengen. Letaknya sangat strategis karena berada disamping dikawasan Malioboro juga sangat dekat dengan Stasiun Kereta Api Tugu serta banyak terdapat fasilitas kepariwisataan baik hotel, homestay, warung dan restoran, travel, money changer, coffee, rental mobil, sepeda motor bahkan sepeda ontel dan yang sangat menarik di kampung wisata Sosromenduran juga terdapat banyak produsen souvenir kaos oblong yang juga banyak dijual di sepanjang jalan malioboro",kampung wisata sosromenduran rupa kampung wisata sangat unik bas multi culture akomodasi belanja sekaligus fungsi sangga kawasan objek wisata malioboro wilayah kampung wisata sosromenduran ada lurah sosromenduran camat gedongtengen letak sangat strategis ada samping kawasan malioboro sangat dekat stasiun kereta api tugu banyak dapat fasilitas pariwisata baik hotel homestay warung restoran travel money changer coffee rental mobil sepeda motor bahkan sepeda ontel sangat tarik kampung wisata sosromenduran dapat banyak produsen souvenir kaos oblong yang juga banyak jual panjang jalan malioboro
102,Monumen Batik Yogyakarta,Yogyakarta,Budaya,"Perhatian pemerintah megenai kebudayan batik ini sangat besar, hal ini dikarenakan kebudayaannya bersinggungan langsung dengan masyarakat Jawa. Memperingati Hari Batik Nasional pada hari ini, traveler bisa berjalan-jalan ke monumen batik yang ada di Jogja. Perhatian pemerintah megenai kebudayan batik ini sangat besar, hal ini dikarenakan kebudayaannya bersinggungan langsung dengan masyarakat Jawa. Memperingati Hari Batik Nasional pada hari ini, traveler bisa berjalan-jalan ke monumen batik yang ada di Jogja.",perhati perintah megenai kebudayan batik sangat besar karena budaya singgung langsung masyarakat jawa ingat hari batik nasional hari traveler jalan jalan monumen batik ada jogja perhati perintah megenai kebudayan batik sangat besar ini karena budaya singgung langsung masyarakat jawa ingat hari batik nasional hari ini traveler jalan jalan monumen batik ada jogja
103,Tugu Pal Putih Jogja,Yogyakarta,Taman Hiburan,"Tugu Yogyakarta (Jawa: , Tugu Ngayogyakarta) adalah sebuah landmark bersejarah yang penting di kota Yogyakarta, Indonesia. Tugu berarti tugu, yang biasanya dibangun sebagai simbol suatu kawasan yang mengkonseptualisasikan ciri-ciri kawasan tersebut. Karena latar belakang sejarahnya, Tugu Yogyakarta telah menjadi ikon sejarah kota. Tugu Yogyakarta terletak tepat di tengah persimpangan antara Jalan Mangkubumi, Jalan Sudirman, Jalan A.M Sangaji, dan Jalan Dipenogoro kota.",tugu yogyakarta jawa tugu ngayogyakarta buah landmark sejarah penting kota yogyakarta indonesia tugu arti tugu biasa bangun simbol suatu kawasan konseptualisasi ciri ciri kawasan sebut latar belakang sejarah tugu yogyakarta jadi ikon sejarah kota tugu yogyakarta letak tepat tengah simpang jalan mangkubumi jalan sudirman jalan a m sangaji jalan dipenogoro kota
105,Candi Donotirto,Yogyakarta,Budaya,"Walaupun melekat dengan kata candi, Candi Donotirto bukanlah peninggalan jaman Hindu-Buddha di Yogyakarta. Tempat ini dibangun oleh pemerintah Belanda. Ada dua bagian, yaitu bagian barat untuk kaum adam dan bagian timur untuk kaum hawa. Masing-masing dialiri oleh 5 buah pancuran air yang bersumber dari Sungai Winogo, berarti ada 10 buah pancuran di sana. Hingga kini, tempat ini tetap dirawat oleh warga sekitar walaupun digunakan sebagai WC umum. Oleh karenanya, janganlah berat tangan untuk menyisihkan uang Anda sebagai ganti biaya perawatan dan kebersihan tempat ini.",walaupun lekat kata candi candi donotirto bukan tinggal jaman hindu buddha yogyakarta tempat bangun perintah belanda dua bagi bagi barat kaum adam bagi timur kaum hawa masing masing alir buah pancur air sumber sungai winogo arti buah pancur sana hingga kini tempat tetap rawat warga walaupun guna wc umum karena jangan berat tangan sisih uang bagai ganti biaya awat bersih tempat
106,Kawasan Malioboro,Yogyakarta,Taman Hiburan,"Jalan Malioboro adalah nama salah satu kawasan jalan dari tiga jalan di Kota Yogyakarta yang membentang dari Tugu Yogyakarta hingga ke perempatan Kantor Pos Yogyakarta. Secara keseluruhan terdiri dari Jalan Margo Utomo, Jalan Malioboro, dan Jalan Margo Mulyo. Jalan ini merupakan poros Garis Imajiner Kraton Yogyakarta.",jalan malioboro nama salah satu kawasan jalan tiga jalan kota yogyakarta bentang tugu yogyakarta hingga empat kantor pos yogyakarta seluruh diri jalan margo utomo jalan malioboro jalan margo mulyo jalan rupa poros garis imajiner kraton yogyakarta
107,Bangsal Pagelaran,Yogyakarta,Budaya,"Bangunan utama adalah Bangsal Pagelaran yang dahulu dikenal dengan nama Tratag Rambat. Pada zamannya Pagelaran merupakan tempat para penggawa kesultanan menghadap Sultan pada upacara resmi. Sekarang sering digunakan untuk even-even pariwisata, religi, dan lain-lain disamping untuk upacara adat keraton. Sepasang Bangsal Pemandengan terletak di sisi jauh sebelah timur dan barat Pagelaran. Dahulu tempat ini digunakan oleh Sultan untuk menyaksikan latihan perang di Alun-alun Lor.",bangun utama bangsal pagelaran kenal nama tratag rambat zaman pagelaran rupa tempat penggawa sultan hadap sultan upacara resmi sekarang sering guna even even pariwisata religi lain samping upacara adat keraton pasang bangsal pemandengan letak sisi jauh belah timur barat pagelaran dahulu tempat guna sultan saksi latih perang alun alun lor
108,Embung Tambakboyo,Yogyakarta,Taman Hiburan,"Embung atau waduk Tambakboyo adalah konservasi air yang terletak di Dusun Tambakboyo, Kecamatan Depok, Kabupaten Sleman, Yogyakarta. Waduk ini memanfaatkan sumber air dari sungai Tambak Bayan dan sungai Buntung dengan luasan 7,8 ha. Waduk ini dibangun sejak tahun 2003 hingga 2008 dan diresmikan setahun kemudian.",embung waduk tambakboyo konservasi air letak dusun tambakboyo camat depok kabupaten sleman yogyakarta waduk manfaat sumber air sungai tambak bayan sungai buntung luas ha waduk bangun sejak tahun hingga resmi tahun kemudian
110,Monumen Serangan Umum 1 Maret,Yogyakarta,Taman Hiburan,"Monumen Serangan Umum 1 Maret berada di area sekitar Museum Benteng Vredeburg yaitu tepat di depan Kantor Pos Besar Yogyakarta. Monumen ini dibangun untuk memperingati serangan tentara Indonesia terhadap Belanda pada tanggal 1 Maret 1949. Ketika itu Negara Indonesia telah dianggap lumpuh dan tidak ada oleh Belanda. Untuk membuktikan bahwa Negara Indonesia masih ada maka dilakukan serangan besar-besaran. Serangan ini dilakukan oleh Tentara Nasional Indonesia (TNI) yang dipimpin oleh Letnan Kolonel Soeharto, Komandan Brigade 10 daerah Wehrkreise III.",monumen serang umum maret ada area museum benteng vredeburg tepat depan kantor pos besar yogyakarta monumen bangun ingat serang tentara indonesia belanda tanggal maret itu negara indonesia anggap lumpuh tidak belanda bukti negara indonesia ada laku serang besar besar serang laku tentara nasional indonesia tni pimpin oleh letnan kolonel soeharto komandan brigade daerah wehrkreise iii
112,Bukit Bintang Yogyakarta,Yogyakarta,Taman Hiburan,"Bukit Bintang merupakan salah satu lokasi nongkrong favorit di Yogyakarta. Saat malam tiba, pemandangan Yogyakarta sangatlah indah!Terletak di perbatasan Bantul dan Gunungkidul, siapa pun yang berkunjung ke kawasan ini dapat menikmati taburan gemintang di langit malam serta kerlip benderang lampu kota dari ketinggian.Kota ini memiliki Bukit Bintang yang selalu ramai dipadati kawula muda untuk menikmati keindahan malam. Bukit Bintang menjadi tempat yang sempurna untuk menikmati senja hingga malam tiba.",bukit bintang rupa salah satu lokasi nongkrong favorit yogyakarta malam tiba pandang yogyakarta sangat indah letak batas bantul gunungkidul siapa kunjung kawasan dapat nikmat tabur gemintang langit malam kerlip benderang lampu kota tinggi kota milik bukit bintang selalu ramai padat kawula muda nikmat indah malam bukit bintang jadi tempat yang sempurna nikmat senja hingga malam tiba
113,Gedung Agung Yogyakarta,Yogyakarta,Budaya,"Istana Yogyakarta yang dikenal dengan nama Gedung Agung (bahasa Jawa: ꦒꦼꦝꦺꦴꦁ​ꦄꦒꦼꦁ, translit. Gedhong Ageng) terletak di pusat keramaian kota, tepatnya di ujung selatan Jalan Ahmad Yani dahulu dikenal dengan Jalan Margomulyo. Kawasan istana terletak di Kelurahan Ngupasan, Kecamatan Gondomanan, Kota Yogyakarta, dan berada pada ketinggian 120 m dari permukaan laut. Kompleks istana ini menempati lahan seluas 43.585 m².",istana yogyakarta kenal nama gedung agung bahasa jawa translit gedhong ageng letak pusat ramai kota tepat ujung selatan jalan ahmad yani kenal jalan margomulyo kawasan istana letak lurah ngupasan camat gondomanan kota yogyakarta ada tinggi m muka laut kompleks istana tempat lahan luas m
115,Monumen Sanapati,Yogyakarta,Budaya,"Monumen Sanapati dibangun untuk memeringati 50 tahun persandian Indonesia di Yogyakarta. Persandian di Yogyakarta memiliki andil yang besar dalam mempertahankan kemerdekaan Negara Indonesia. Tercatat pada peristiwa Serangan Umum 1 Maret 1949, sandi buatan Roebiono masih digunakan untuk menyebarkan pesan pada dunia bahwa Indonesia masih ada dan masih bisa melawan. Selanjutnya, peristiwa tersebut dikenal dengan Peristiwa 6 jam di Yogyakarta. Monumen Sanapati terletak di kawasan Kotabaru, tepatnya di tengah persimpangan Jalan Abu Bakar Ali, di taman depan Gereja Santo Antonius. Bangunan Monumen Sanapati berbentuk segitiga berujung lancip menyerupai piramida dengan tinggi 3 meter dan lebar 2,5 meter. Monumen tersebut didesain oleh Drs Kasman dan diresmikan oleh Menteri Sekretaris Negara Republik Indonesia saat itu, Moerdiono, pada 4 April 1996, tepat pada Hari Persandian Indonesia. Pembangunan monument membutuhkan waktu satu bulan dan memakan biaya sebesar 25 juta rupiah.",monumen sanapati bangun ingat tahun sandi indonesia yogyakarta sandi yogyakarta milik andil besar tahan merdeka negara indonesia catat peristiwa serang umum maret sandi buat roebiono guna sebar pesan dunia indonesia ada masih lawan lanjut peristiwa sebut kenal peristiwa jam yogyakarta monumen sanapati letak kawasan kotabaru tepat tengah simpang jalan abu bakar ali taman depan gereja santo antonius bangun monumen sanapati bentuk segitiga ujung lancip rupa piramida tinggi meter lebar meter monumen sebut desain drs kasman resmi menteri sekretaris negara republik indonesia itu moerdiono april tepat hari sandi indonesia bangun monument butuh waktu satu bulan makan biaya besar juta rupiah
119,Lava Bantal,Yogyakarta,Budaya,"Wilayah DIY menawarkan sejumlah potensi wisata, terlebih pariwisata berbasis sungai. Salah satunya yang kini menjadi salah satu favorut wisatawan adalah Lava Bantal yang berada di Kecamatan Berbah, Kabupaten Sleman. Sesuai namanya, objek wisata ini menawarkan batuan yang diduga berasal dari lava pijar dari gunung api bawah laut yang mengering selama kurun waktu ratusan tahun lalu. Terhampar di Sungai Opak, batuan tersebut menjadi pemandangan unik yang mampu menyita perhatian para pelancong. Konon keberadaan Lava Bantal berkontribusi besar terhadap terbentuknya Pulau Jawa. Fenomena alam seperti yang terjadi di Lava Bantal ini sangat jarang terjadi. Di Pulau Jawa fenomena sejenis hanya bisa ditemukan di Karangsambung (Kebumen), Ciletuh (Jawa Barat), dan di Berbah (DIY). Dengan latar belakang sejarah geologi yang panjang, sejak 2 Oktober 2014 silam pemerintah telah menetapkan objek wisata ini sebagai geo heritage. Artinya, semua keunikan geologis yang ada di objek wisata tersebut tergolong sebagai objek yang dilindungi oleh pemerintah.",wilayah diy tawar jumlah potensi wisata lebih pariwisata bas sungai salah satu kini jadi salah satu favorut wisatawan lava bantal ada camat bah kabupaten sleman sesuai nama objek wisata tawar batu duga asal lava pijar gunung api bawah laut ering lama kurun waktu ratus tahun lalu hampar sungai opak batu sebut jadi pandang unik mampu sita perhati lancong konon ada lava bantal kontribusi besar bentuk pulau jawa fenomena alam jadi lava bantal sangat jarang jadi pulau jawa fenomena jenis bisa temu karangsambung kebumen ciletuh jawa barat bah diy latar belakang sejarah geologi panjang sejak oktober silam perintah tetap objek wisata geo heritage arti semua uni geologis ada di objek wisata sebut golong bagai objek yang lindung perintah
120,Bukit Panguk Kediwung,Yogyakarta,Budaya,"Bukit Panguk Kediwung adalah salah satu obyek wisata yang menawarkan pemandangan alam dari ketinggian. Jika dibandingkan dengan obyek wisata perbukitan lain di Bantul memang Bukit Panguk Kediwung termasuk baru karena dibuka pada tahun 2016. Namun jangan salah, lokasi ini sudah mencuri hati banyak pengunjung dari dalam maupun luar kota. Bukit Panguk Kediwung berlokasi di Kediwung, Mangunan, Dlingo, Bantul, Yogyakarta. Jangan khawatir untuk tersesat karena di sepanjang jalan menuju ke lokasi kita akan melihat beberapa papan petunjuk. Kurang lebih berjarak 20 km dari pusat Kota Yogyakarta. Dari pusat Kota Yogyakarta anda bisa bergerak menuju ke selatan tepatnya ke arah Jalan Imogiri Timur, ikuti jalan hingga menemukan Pasar Imogiri, lalu belok kiri dan lanjutkan perjalanan menuju ke arah Dlingo, dari sana anda akan mulai melihat petunjuk jalan menuju Bukit Panguk Kediwung. Akses jalan menuju Bukit Panguk Kediwung sudah diaspal halus hanya saja konturnya sedikit naik turun namun masih dalam kategori aman. Sangat disarankan untuk menggunakan kendaraan pribadi karena akses ke sini menggunakan kendaraan umum cukup sulit.",bukit panguk kediwung salah satu obyek wisata tawar pandang alam tinggi banding obyek wisata bukit bantul memang bukit panguk kediwung masuk baru buka tahun jangan salah lokasi curi hati banyak unjung maupun luar kota bukit panguk kediwung lokasi di kediwung mangun dlingo bantul yogyakarta jangan khawatir sesat di panjang jalan tuju lokasi akan lihat beberapa papan tunjuk kurang lebih jarak km pusat kota yogyakarta pusat kota yogyakarta bisa gerak tuju selatan tepat arah jalan imogiri timur ikut jalan hingga temu pasar imogiri lalu belok kiri lanjut jalan tuju arah dlingo sana akan mulai lihat tunjuk jalan tuju bukit panguk kediwung akses jalan tuju bukit panguk kediwung sudah aspal halus saja kontur sedikit naik turun masih dalam kategori aman sangat saran guna kendara pribadi akses sini guna kendara umum cukup sulit
123,Kampung Wisata Rejowinangun,Yogyakarta,Budaya,"Kampung wisata Rejowinangun terletak di Kelurahan rejowinangun, Kecamatan Kotagede, Kota Yogyakarta tepatnya sebelah selatan Kebun binatang Gembiraloka. Kampung wisata ini telah dirintis sejak tahun 2010 dan dengan kerjasama seluruh elemen masyarakat, pada tanggal 04 Oktober 2013 oleh Kepala dinas Pariwisata Kota Yogyakarta, Kampung Wisata Rejowinangun diresmikan. Kelurahan Rejowinangun merupakan satu kelurahan dari tiga kelurahan yang ada di Kecamatan Kotagede, sebuah kecamatan diujung timur Kota Yogyakarta yang terkenal dengan perak dan bekas kerajaan Mataram. Kelurahan Rejowinangun memiliki banyak potensi yang jika dikembangkan sungguh akan sangat luar biasa, meskpun saat ini yang terkenal baru Kebun Raya Kebun Binatang (KRKB) Gembiraloka yang lokasinya berada di wilayah Kelurahan Rejowinangun. Dengan adanya tempat wisata KRKB Gembiraloka di wilayah ini, berusaha mengembangkan wilayah kelurahan dengan potensi yang ada sehingga wisatawan selain mengunjungi Gembiraloka bisa singgah di kampung wisata ini.",kampung wisata rejowinangun letak lurah rejowinangun camat kotagede kota yogyakarta tepat belah selatan kebun binatang gembiraloka kampung wisata telah rintis sejak tahun kerjasama seluruh elemen masyarakat tanggal oktober kepala dinas pariwisata kota yogyakarta kampung wisata rejowinangun resmi lurah rejowinangun rupa satu lurah tiga lurah ada camat kotagede buah camat ujung timur kota yogyakarta kenal perak bekas raja mataram lurah rejowinangun milik banyak potensi jika kembang sungguh sangat luar biasa meskpun kenal baru kebun raya kebun binatang krkb gembiraloka lokasi ada wilayah lurah rejowinangun ada tempat wisata krkb gembiraloka wilayah usaha kembang wilayah lurah dengan potensi ada wisatawan unjung gembiraloka singgah kampung wisata ini
124,Kauman Pakualaman Yogyakarta,Yogyakarta,Budaya,"Pakualaman adalah sebuah kecamatan di Kota Yogyakarta, Provinsi Daerah Istimewa Yogyakarta, Indonesia. Kecamatan ini terletak di antara Sungai Code dan Sungai Manunggal. Nama 'Pakualaman' diambil dari Puro Paku Alaman, kediaman resmi Sri Paduka Pakualam yang terletak tepat di tengah-tengah kecamatan ini. Sebelumnya, Pakualaman bukan bagian kota Yogyakarta, melainkan Kabupaten Kota Pakualaman, yang dihapus setelah terbentuknya Pemerintah Kota Yogyakarta pada 1947.",pakualaman buah camat kota yogyakarta provinsi daerah istimewa yogyakarta indonesia camat letak antara sungai code sungai manunggal nama pakualaman ambil puro paku alam diam resmi sri paduka pakualam letak tepat tengah tengah camat belum pakualaman bukan bagi kota yogyakarta kabupaten kota pakualaman hapus bentuk perintah kota yogyakarta
125,Alun-alun Utara Keraton Yogyakarta,Yogyakarta,Budaya,Alun-alun utara atau dalam Bahasa Jawa disebut Alun-alun Lor merupakan salah satu land mark Kota Yogyakarta yang berupa sebuah tanah lapang yang berada di depan Keraton Yogyakarta. Disebut Alun-alun Lor karena di Kota Yogyakarta terdapat dua alun-alun yang letaknya di sebelah selatan dan utara dari Keraton Yogyakarta. Alun-alun Lor berbentuk persegi dengan luas 150 x 150 meter dengan dua pohon beringin besar berpagar yang berada di tengah alun-alun. Dua Pohon Beringin Besar itu masing-masing diberi nama Kyai Dewandaru dan Kyai Wijayandaru. Pada masa lalu di sekeliling Alun-alun Lor ditanam 63 Pohon Beringin yang melambangkan umur Nabi Muhammad SAW.,alun alun utara dalam bahasa jawa sebut alun alun lor rupa salah satu land mark kota yogyakarta upa buah tanah lapang ada depan keraton yogyakarta sebut alun alun lor kota yogyakarta dapat alun alun letak belah selatan utara keraton yogyakarta alun alun lor bentuk persegi luas x meter pohon beringin besar pagar ada tengah alun alun dua pohon beringin besar masing masing beri nama kyai dewandaru kyai wijayandaru masa lalu di keliling alun alun lor tanam pohon beringin melambang umur nabi muhammad saw
126,Pantai Goa Cemara,Yogyakarta,Bahari,"Pantai Goa Cemara (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ​ ꦒꦸꦮ​ ꦕꦺꦩꦫ, translit. Pasisir Guwa Cemara​) adalah objek wisata pantai yang terletak di Dusun Patihan, Desa Gadingsari, Kecamatan Sanden, Kabupaten Bantul. Daerah Istimewa Yogyakarta. Pantai ini terletak tepatnya berdampingan dengan Pantai Samas dan Pantai Pandansari.\n\nPantai ini memiliki pasir berwarna hitam tapi lembut dengan ombak yang cukup besar kerakteristik pantai selatan. Pantai ini merupakan pantai pengembangan baru dimana terdapat banyak pohong Cemara udang rindang membentuk seperti goa, hal ini yang membuat pantai ini dinamai Goa Cemara. Pohon Cemara ini bertujuan untuk melindungi abrasi air laut dan menahan gumuk pasir supaya tidak mengalamai perpindahan akibat tiupan angin.",pantai goa cemara bahasa jawa translit pasisir guwa cemara objek wisata pantai letak dusun patih desa gadingsari camat sanden kabupaten bantul daerah istimewa yogyakarta pantai letak tepat damping pantai samas pantai pandansari n npantai milik pasir warna hitam lembut ombak cukup besar kerakteristik pantai selatan pantai rupa pantai kembang baru dapat banyak pohong cemara udang rindang bentuk goa buat pantai nama goa cemara pohon cemara ini tuju lindung abrasi air laut tahan gumuk pasir tidak mengalamai pindah akibat tiup angin
129,Bukit Lintang Sewu,Yogyakarta,Taman Hiburan,"Bukit Lintang Sewu ini berasal ketika pada saat malam hari di bukit ini terlihat ribuan bintang – bintang yang membentang luas di angkasa. Dalam bahasa Jawa Bukit Seribu Bintang adalah Bukit Lintang Sewu (lintang: bintang, sewu: seribu). Pemandangan alam yang tidak kalah mempesona membuat Bukit Langit Sewu ini menjadi tempat favorit bagi pecinta alam. Pada saat menuju bukit, pengunjung akan disuguhkan dengan pepohonan pinus, tetapi saat sampai pengunjung akan disuguhkan panorama hutan Kayu Putih yang menjadi keunikan tempat wisata ini. Diatas pohon Kayu Putih ini juga terdapat Burung Alap-alap yang melintas diatas pohonnya. Selain itu pengunjung juga akan dimanjakan dengan deretan pegunungan seperti Gunung merbabu, Gunung Sumbing, Menoreh, dan Gunung Merapi.",bukit lintang sewu asal malam hari bukit lihat ribu bintang bintang bentang luas angkasa bahasa jawa bukit ribu bintang bukit lintang sewu lintang bintang sewu ribu pandang alam tidak kalah pesona buat bukit langit sewu jadi tempat favorit cinta alam pada saat tuju bukit unjung suguh pohon pinus saat unjung suguh panorama hutan kayu putih jadi uni tempat wisata atas pohon kayu putih dapat burung alap alap lintas atas pohon itu unjung juga akan manja deret gunung gunung merbabu gunung sumbing toreh gunung rapi
130,Studio Alam Gamplong,Yogyakarta,Taman Hiburan,"Studio Gamplong atau Studio Alam Gamplong adalah sebuah tempat wisata yang terletak di Desa Gamplong, Kecamatan Moyudan, Kabupaten Sleman. Tempat tersebut awalnya adalah tempat pengambilan gambar film Sultan Agung: Tahta, Perjuangan, Cinta dan Bumi Manusia karya Hanung Bramantyo. Tempat tersebut didirikan di atas lahan seluas 2,5 hektar. Tempat tersebut diresmikan oleh Presiden Joko Widodo pada 15 Juli 2018.",studio gamplong studio alam gamplong buah tempat wisata letak desa gamplong camat moyudan kabupaten sleman tempat sebut awal tempat ambil gambar film sultan agung tahta juang cinta bumi manusia karya hanung bramantyo tempat sebut diri atas lahan luas hektar tempat sebut resmi presiden joko widodo juli
131,Watu Lumbung,Yogyakarta,Cagar Alam,"Letak Kampung Edukasi Watu Lumbung yang berada di area perbukitan dipenuhi rerimbunan pohon jati, membuat pemandadangan dari tempat ini sangat indah sekali. Watu Lumbung dikonsep oleh M Boy Rifai sebagai tempat yang mengajarkan nilai-nilai edukasi, di mana Boy Rifai telah berhasil menyulap lahan tandus yang dulunya dibiarkan saja, kini menjadi tempat eksotis untuk menikmati malam maupun melihat sunset dan sunrise. Untuk menjaga keasrian di daerah sekitar tempat wisata pengelolah sengaja membangun area ini sebagai kawasan wisata yang selaras dengan alam.",letak kampung edukasi watu lumbung ada area bukit penuh rimbun pohon jati buat pemandadangan tempat sangat indah sekali watu lumbung konsep m boy rifai tempat ajar nilai nilai edukasi mana boy rifai hasil sulap lahan tandus dulunya biar kini jadi tempat eksotis nikmat malam maupun lihat sunset sunrise jaga asri daerah tempat wisata elo sengaja bangun area bagai kawasan wisata selaras alam
132,Air Terjun Kedung Pedut,Yogyakarta,Cagar Alam,"Air Terjun Kedung Pedut atau biasa disebut Curug Kedung Pedut berasal dari istilah bahasa Jawa. Curug yang berarti air terjun, kedung berarti kubangan atau kolam, dan pedut berarti kabut. Air Terjun Kedung Pedut merupakan salah satu wisata alam yang di Kulonprogo yang dikenal karena keindahan warna airnya.",air terjun kedung pedut biasa sebut curug kedung pedut asal istilah bahasa jawa curug arti air terjun kedung arti kubang kolam pedut arti kabut air terjun kedung pedut rupa salah satu wisata alam di kulonprogo kenal indah warna air
133,Puncak Kebun Buah Mangunan,Yogyakarta,Taman Hiburan,"Berlibur di pegunungan memang menyenangkan. Dapat menikmati sejuknya udara serta pemandangan indah dari atas perbukitan. Wisata seperti ini dapat dinikmati di Bantul, tepatnya di Kebun Buah Mangunan. Beruntungnya Jogja dikaruniai bentang alam yang begitu indah. Ada pantai, gunung, bukit, serta kota dan budaya yang sangat menarik. Kebun Buah Mangunan hadir sebagai objek wisata yang begitu menarik minat wisatawan. Apalagi di pagi hari, pemandangannya tak ubahnya seperti negeri di atas awan.",libur gunung memang senang nikmat sejuk udara pandang indah atas bukit wisata ini nikmat bantul tepat kebun buah mangun untung jogja karunia bentang alam begitu indah pantai gunung bukit kota budaya sangat tarik kebun buah mangun hadir objek wisata begitu tarik minat wisatawan pagi hari pandang tak ubah negeri di atas awan
134,Desa Wisata Gamplong,Yogyakarta,Taman Hiburan,"Desa Wisata Gamplong adalah desa wisata kerajinan tenun yang berada di Padukuhan Gamplong Desa Sumber Rahayu Kecamatan Moyudan Kabupaten Sleman, Yogyakarta. Desa wisata yang terletak di sebelah barat Kota Yogyakarta ini cukup menarik untuk disinggahi wisatawan terlebih karena masih adanya industri kerajinan tenun tradisional dengan menggunakan Alat Tenun Bukan Mesin (ATBM). Dengan ATBM, masyarakat perajin Gamplong mampu menghasilkan kain tenun sebagai bahan stagen (kain panjang untuk melilit bagian perut wanita). Selain kerajinan tenun, perajin juga mampu memproduksi kerajinan anyaman untuk suvenir.",desa wisata gamplong desa wisata rajin tenun ada padukuhan gamplong desa sumber rahayu camat moyudan kabupaten sleman yogyakarta desa wisata letak belah barat kota yogyakarta cukup tarik singgah wisatawan lebih masih ada industri rajin tenun tradisional guna alat tenun bukan mesin atbm atbm masyarakat rajin gamplong mampu hasil kain tenun bahan stagen kain panjang lilit bagi perut wanita rajin tenun rajin mampu produksi rajin anyam suvenir
