ID_Wisata,Nama_Wisata,Kota,Kategori,Deskripsi_Wisata
134,Desa Wisata Gamplong,Yogyakarta,Taman Hiburan,"Desa Wisata Gamplong adalah desa wisata kerajinan tenun yang berada di Padukuhan Gamplong Desa Sumber Rahayu Kecamatan Moyudan Kabupaten Sleman, Yogyakarta. Desa wisata yang terletak di sebelah barat Kota Yogyakarta ini cukup menarik untuk disinggahi wisatawan terlebih karena masih adanya industri kerajinan tenun tradisional dengan menggunakan Alat Tenun Bukan Mesin (ATBM). Dengan ATBM, masyarakat perajin Gamplong mampu menghasilkan kain tenun sebagai bahan stagen (kain panjang untuk melilit bagian perut wanita). Selain kerajinan tenun, perajin juga mampu memproduksi kerajinan anyaman untuk suvenir."
135,Kawasan Wisata Sosrowijayan,Yogyakarta,Pusat Perbelanjaan,"Tempat wisata Sosrowijayan memang selama ini dikenal sebagai Wisata Kampung bule, lokasinya sendiri berada di pusat kota Yogyakarta sehingga hampir tiap hari di lokasi ini banyak sekali pengunjungnya yang sangat padat. Bagi Anda yang ingin berkunjung ke sini, harus menggunakan kendaraan karena dari arah stasiun Tugu Anda tinggal berjalan selama 200 meter selanjutnya anda pun akan langsung menemukan daerah Sosrowijayan yang mempunyai tanda yaitu Sebuah Jalan Kecil menuju Barat dengan nama yang sama. Wisata unik sosrowijayan menjadi membagi dua daerah yaitu Sosrowijayan Wetan dan Sosrowijayan Kulon dan menjadi penghubung jalan Jogonegaran dan Jalan Malioboro. Akan tetapi untuk Sosrowijayan Wetan yang saat ini langsung terkenal sampai ke penjuru dunia dan dikenal sebagai Kampung turis kedua di Yogyakarta setelah Prawirotaman. Karena disebut Kampung bule maka disini pun anda akan melihat banyak sekali turis dari mancanegara yang menikmati suasana malam di Yogyakarta. Anda pun bisa melihat dua buah busuk seperti yang ada di daerah Prawirotaman ketika memasuki dan pertama. Di daerah ini banyak sekali buku yang dijual seperti novel berbahasa Inggris, buku kecil berbahasa Indonesia, dan beberapa buku yang berkualitas dan pastinya akan memberikan pendidikan bagi para pembacanya."
136,Grojogan Watu Purbo Bangunrejo,Yogyakarta,Taman Hiburan,"Objek wisata itu tak adalah Grojogan Watu Purbo yang berada di Bangunrejo, Merdikorejo, Kecamatan Tempel. Objek wisata itu sekitar setahun terakhir cukup populer di kalangan wisatawan karena memiliki pemandangan eksotis berupa air terjun yang memiliki enam tingkatan. Wisatawan yang datang rata-rata menjadikan air terjun itu sebagai latar untuk swafoto karena pemandangannya yang dinilai instagramable. Grojokan Watu Purbo ini tepatnya berlokasi di aliran Kali Krisak, yang merupakan jalur dari lahar dingin yang mengalir dari Gunung Merapi. Pemandangan kawasan ini eksotis karena dikepung pepohonan asri serta hamparan sawah. Munculnya air terjun atau grojogan ini berasal dari enam dam dengan ketinggian bervariasi tak lebih dari 10 meter."
138,Jogja Exotarium,Yogyakarta,Taman Hiburan,"Di Yogyakarta, tepatnya di Sleman, ada satu tempat wisata edukasi yang patut dikunjungi. Namanya adalah Jogja Exotarium — terdengar unik, kan? Namun sebenarnya, tempat ini merupakan taman hewan berskala kecil. Koleksi hewannya beragam dan bisa diajak berinteraksi secara langsung"
139,Puncak Gunung Api Purba - Nglanggeran,Yogyakarta,Cagar Alam,"Gunung Nglanggeran adalah sebuah gunung di Daerah Istimewa Yogyakarta, Indonesia. Gunung ini merupakan suatu gunung api purba yang terbentuk sekitar 0,6-70 juta tahun yang lalu atau yang memiliki umur tersier (Oligo-Miosen). Gunung Nglanggeran memiliki batuan yang sangat khas karena didominasi oleh aglomerat dan breksi gunung api. Gunung ini terletak di Desa Nglanggeran, Kecamatan Patuk, Kabupaten Gunung Kidul yang berada pada deretan Pegunungan Baturagung."
140,Bendung Lepen,Yogyakarta,Taman Hiburan,"Bendung Lepen sendiri dulunya merupakan saluran irigasi yang tidak sebersih sekarang ini. Sebelumnya, tempat ini merupakan saluran irigasi yang kumuh disertai taman desa yang tak terurus. Namun, kesadaran para pemuda akan kebersihan lingkungan mengubah kali (sungai/lepen) yang semula begitu kotor menjadi tempat wisata yang disenangi banyak orang. Bendung Lepen sekarang menjadi indah dan dipenuhi ikan nila dan gurame. Jika dulunya hanya menjadi taman wisata yang tidak terurus dan kumuh, sekarang ini Bendung Lepen menjadi destinasi wisata yang nyaman dikunjungi bersama keluarga. Bahkan di kala pandemi COVID-19 ini, Bendung Lepen tidak kekurangan peminat. Masih banyak anak-anak yang menikmati senja dengan riang sambil memberi makan ikan di kali. Tentunya ditemani oleh orang tuanya yang juga bisa mencuci mata melihat aliran air yang jernih dengan ikan warna-warni yang berenang di kali. Selain itu, banyak juga anak muda yang duduk-duduk di taman sembari menikmati udara sore yang sejuk ditemani segelas es teh."
142,Ledok Sambi,Yogyakarta,Cagar Alam,"Desa wisata Ledok Sambi merupakan desa yang mempunyai nuansa alami asli Jogja, yang berlokasi dekat dengan Gunung Merapi atau berada di Jl. Kaliurang Km. 19,2 Padukuhan Sambi Desa Pakembinangun Kec. Pakem Kabupaten Sleman Daerah Istimewa Yogyakarta. Pemandangan alam yang indah dapat memberikan kesejukan, kesegaran dan ketentraman hati. Sepanjang mata memandang di Desa wisata ini anda akan disuguhkan bentangan luasnya persawahan yang alami dan asri dan juga pepohonan yang hijau nan rindang serta kejernihan air yang dimiliki wilayah Desa Wisata Ledok Sambi. Rumah-rumah Tradisional khas Jogja yang luas dijadikan sebagai tempat bermain sambil menikmati udara sejuk yang menenangkan hati jiwa dan pikiran."
145,Desa Wisata Rumah Domes/Teletubbies,Yogyakarta,Taman Hiburan,"Kawasan desa teletubbies menjadi perhatian menarik berbagai media, sehingga menjadikan para wisatawan mulai berbondong-bondong datang kesana. Hingga sekarang kawasan ini menjadi objek wisata unik jogja yang menarik dikunjungi. Bagi kawan-kawan datawisata yang sedang berlibur atau berdomisili di Yogyakarta dan sekitar, coba deh rasakan sensasi wisata unik ini, setidaknya bisa dijadikan koleksi foto yang mengusung spot-spot kece instagenic. Mulanya objek wisata Rumah Domes merupakan bentuk bantuan dari NGO, kala itu Yogyakarta terkena musibah bencana alam gempa bumi. Di desa Nglepen setidaknya ada 80 bangunan mengusung desain rumah dome lengkap beserta fasilitas seperti warung makan, toilet umum, area parkir, tempat ibadah, rumah kesehatan dan balai desa yang kerap dimanfaatkan ketika ada hajatan atau acara budaya. Desa wisata Sumberharjo ini memiliki luas kurang lebih 2 hektar serta bangunan dibangun sejak tahun 2006. Selain disebut desa teletubbies, pemukiman disana juga sering disebut New Nglepen."
146,Bukit Wisata Pulepayung,Yogyakarta,Cagar Alam,"Pule Payung Yogyakarta. Sebuah objek wisata populer yang menyajikan keindahan alam dari ketinggian 500 mdpl. Bukit Wisata Pule Payung Yogyakarta merupakan kawasan wisata yang dipenuhi dengan kreativitas yang tinggi, merubah zona biasa menjadi luar biasa. Daya tarik yang pertama dari Pule Payung Yogyakarta adalah objek wisata yang menyajikan pesona alam pegunungan. Sehingga, orang-orang menyebutnya dengan Bukit Wisata. Ketinggian Pule Payung Yogyakarta sekitar 500 mdpl, serta jalan menuju Pule Payung Yogyakarta dapat ditempuh dengan kendaraan roda dua, maupun roda empat. Pesona keindahan Waduk Sermo dapat terlihat jelas saat berada di Pule Payung. Waduk eksotis yang dikelilingi pegunungan yang masih asri. Dan Pule Payung Yogyakarta adalah bukit yang notabene sebagai destinasi wisata alam, diberikan sentuhan kreativitas, serta memprioritaskan aspek keamanan di setiap spotnya, akhirnya menjadi wisata favorit di Jogja."
147,Bentara Budaya Yogyakarta (BBY),Yogyakarta,Budaya,"Bentara Budaya Yogyakarta adalah pusat budaya yang terletak di Yogyakarta, Indonesia. Bentara Budaya Yogyakarta dibuka pada 26 September 1982, didanai oleh Kompas Gramedia Group. Bentara Budaya Yogyakarta adalah cabang dari Bentara Budaya Jakarta, sebuah lembaga budaya yang dikelola oleh Kompas Gramedia Group yang juga memiliki beberapa pusat budaya di Jakarta, Surakarta (sebagai Balai Soedjatmoko), dan Bali."
149,Goa Cerme,Yogyakarta,Cagar Alam,"Gua Cerme (bahasa Jawa: ꦒꦸꦮ​ꦕꦺꦂꦩꦺ, translit. Gua Cerme) adalah gua bersejarah dan sekaligus tempat wisata yang terletak di Dusun Srunggo, Desa Selopamioro, Kecamatan Imogiri, Kabupaten Bantul atau sekitar 20 km selatan Kota Yogyakarta. Gua Cerme memiliki panjang 1,5 km yang tembus hingga sendang di wilayah Panggang, yaitu di Dusun Ploso, Desa Giritirto, Kecamatan Purwosari, Kabupaten Gunungkidul.\nDi samping gua Cerme, di sekitarnya terdapat gua lain yang lebih kecil seperti Goa Dalang, Goa Ledek, Goa Badut dan Goa Kaum yang sering digunakan untuk bersemedi. Untuk mencapai gua, terdapat tangga setinggi 759 m. Kata cerme berasal dari kata ceramah yang mengisyaratkan pembicaraan yang dilakukan walisongo. Gua Cerme dulunya digunakan oleh para Walisongo untuk menyebarkan agama Islam di Jawa. Selain itu, Gua Cerme juga digunakan untuk membahas rencana pendirian Masjid Agung Demak. Setiap Senin atau Selasa wage, selalu diadakan upacara syukuran untuk meminta berkah kepada Tuhan."
150,Wisata Kraton Jogja,Yogyakarta,Budaya,"Kraton Jogja adalah sebuah komplek kerajaan yang berada tepat berdiri di tengah kota Yogyakarta. Kraton yang didirikan seiring perjanjian giyanti pada tahun 1755 yang memecah Kerajaan Mataram Islam menjadi Kerajaan Ngayogyakarta Surakarta ini menyimpan keindahan arsitektur jawa yang tidak diragukan lagi, dan merupakan salah komplek istana terbaik di tanah jawa. Keindahan Kraton Jogja ini tidak terlepas dari pendirinya, yaitu Sri Sultan Hamengkubuwono I yang merupakan arsitek dari kerajaannya ini. Apabila anda sedang wisata ke Kraton Jogja maka apabila anda dari Jalan Malioboro pertama anda akan disambut oleh Gapura Pangurakan yang berasitrektur jawa kental yang bersebelahan dengan bangunan-bangunan Hindia Belanda. Setelah memasukinya anda akan memasuki Alun-alun Utara yang memiliki area yang cukup luas. Di sekelilingnya terdapat Joglo-joglo tertutup yang disebut Gedhong dan terbuka yang dinamakan Tratag. Di area ini terdapat beberapa pilihan kuliner yang sangat pas anda kunjungi sebelum anda memasuki kompleks Kraton Yogyakarta, sehingga anda tidak merasa kelaparan."
151,Desa Wisata Kelor,Yogyakarta,Taman Hiburan,"Desa wisata Kelor merupakan salah satu desa yang ada di kabupaten Sleman yang saat ini sedang dikembangkan menjadi desa wisata. Desa wisata Kelor ini menawarkan suasana pedesaan yang penduduknya bermata pencaharian sebagai petani, peternak, dan budidaya jamur. Banyak tanaman hijau yang membentang luas dengan pemandangan alam yang asri. Desa wisata Kelor ini memiliki masyarakat yang ramah dan memiliki lingkungan desa yang sangat nyaman. Desa Kelor ini juga memiliki sungai, dan air di sungai tersebut masih jernih dan indah."
152,Pantai Patihan,Yogyakarta,Bahari,"Pantai ini terletak di daerah Srigading, Sanden dan cukup dekat dengan Pantai Goa Cemara. Tempatnya juga asyik banget buat foto-foto, nggak beda jauh dengan Pandasari."
154,Pantai Ngrawe (Mesra),Yogyakarta,Bahari,"Kabupaten Gunungkidul jadi salah satu wilayah di Yogyakarta dengan koleksi pantai terbanyak. Tak terhitung jumlah pantai yang ada di sepanjang pesisir selatannya. Ada yang tetap alami, ada juga yang sengaja mendapat sentuhan agar lebih apik. Salah satunya adalah Pantai Ngrawe yang terletak di Kemadang, Gunungkidul. Sebagai pantai wisata, pantai yang juga terkenal dengan Pantai Mesra ini populer berkat kekuatan media sosial. Sementara pantai lainnya menawarkan keindahan alami, Pantai Ngrawe justru menyajikan konsep “taman” yang tidak biasa. Tertarik untuk mencoba berwisata di taman pinggir pantai? Pantai ini bisa jadi pilihan yang tepat!"
156,Pantai Pulang Sawal,Yogyakarta,Bahari,"Pantai Pulang Sawal yang ada di Kecamatan Tepus bisa dicoba. Wisatawan lebih akrab dengan nama Indrayanti untuk merujuk pantai ini. Tidak hanya pengunjung lokal, wisatawan mancanegara pun terpikat dengan pesonanya."
160,Pasar Kebon Empring Bintaran,Yogyakarta,Pusat Perbelanjaan,"Pasar Kebon Empring merupakan salah satu objek wisata di Kecamatan Piyungan yang menawarkan kuliner tradisional seperti sego atau nasi wader, jangan lombok, sego lele, sego welut, sego wiwit, tengkleng, sego mentel, geblek hingga dawet batok dan seruni. Harga yang ditawarkan relatif murah, mulai dari Rp3.000 sampai Rp17.000. Pasar Kebon Pring mulai dibuka untuk kunjungan wisatawan pada 17 Mei 2018. Dinamakan Pasar Kebon Empring karena hampir sekeliling objek wisata tersebut adalah pohon bambu atau empring dalam bahasa jawa. Lokasi tersebut mulai menjadi objek wisata awalnya karena banyak orang yang berswafoto di jembatan Kali Gawe dalam lokasi pasar Kebon Empring. Setelah jembatan Kali Gawe diresmikan pada Februari 2018, empat bulan kemudian warga setempat memanfaatkannya dan mengembangkan menjadi lokasi wisata dengan menambah sarana dan prasarana penunjang wisata seperti taman, destinasi swafoto, bale di atas Kali Gawe."
161,"Bukit Paralayang, Watugupit",Yogyakarta,Cagar Alam,"Bukit Paralayang Parangtritis merupakan tempat wisata di Yogyakarta, tempat ini mensajikan pemandangan pantai parangtritis dari atas bukit dengan ketinggian 900 mdpl dan pemandangan matahari terbenam. selain itu di bukit paralayang parangtritis terdapat olahraga ekstrem paralayang, bagi wisatawan yang tertarik,terdapat ahli yang mendampingi. Awalnya bukit ini hanya perbukitan biasa. Kemudian pada tahun 1991 dibuat landasan beton pertama yang digunakan untuk olahraga paralayang. Kemudian dilanjutkan pembangunan fasilitas pendopo, tangga, dan area parkir pada tahun 1998"
162,Kampung Wisata Dipowinatan,Yogyakarta,Budaya,"Kampung Wisata Dipowinatan adalah sebuah kampung yang dikembangkan oleh Dinas Pariwisata Yogyakarta untuk tujuan pariwisata. Kampung tersebut merupakan salah satu dari 17 yang saat ini sedang dikembangkan oleh Pemerintah Kota Yogyakarta. Pepatnya, Kampung Dipowinatan terdapat di Kelurahan Keparakan, Kecamatan Mergangsan, Kota Yogyakarta. Keunggulan utama yang ditonjolkan oleh kampung itu adalah adanya konsep live in atau rekreasi yang berpadu dengan masyarakat sekitar sekaligus membaur dengan unsur budaya dan lokalitas masyarakat yang ada. Di dalam kampung tersebut, pengunjung akan disuguhi beberapa fasilitas unik seperti berkunjung ke rumah-rumah keluarga Jawa dengan mengenakan pakaian adat Jawa dan ditambah dengan adanya hiburan kesenian sekaligus sajian kuliner khas Jawa."
163,Watu Mabur Mangunan,Yogyakarta,Cagar Alam,"Kawasan Tebing Watu Mabur ini terbilang belum lama dikenal oleh masyarakat. Hal ini memang terjadi karena dahulu potensi wisata di kawasan Mangunan belum dikembangkan sedemikian rupa. Dahulu Kawasan Tebing Watu Mabur merupakan kawasan yang digunakan untuk perkemahan. Area perkemahannya sendiri cukup luas yang bisa menampung puluhan tenda besar. Sampai sekarang kawasan perkemahannya masih ada, namun jarang digunakan untuk aktivitas perkemahan, karena di Yogyakarta begitu banyak spot untuk berkemah. Mengunjungi Tebing Watu Mabur tidak lengkap jika tidak mencoba beberapa spot fotonya yang sekarang sangat hits. Spot foto yang paling terkenal ialah jalan raya / landasan pacu yang ujungnya tepat menghadap jurang. Sehingga ketika anda foto di tempat ini seperti sedang berada di jalan yang tidak berujung."
165,Green Village Gedangsari,Yogyakarta,Taman Hiburan,"Wisata Green Village Gedangsari Gunungkidul merupakan wisata alam cukup menakjubkan, pesona alam berupa hamparan pepohonan hijau rindang serta udara sejuk, bahkan sekarang telah hadir loh wahana flying fox terpanjang se Asia Tenggara. Berada di dataran tinggi, pengunjung dapat menyaksikan panorama kota Jogja, Klaten hingga kota Solo. Beberapa kegiatan liburan menyenangkan dapat dilakukan ketika liburan di Green Village Gunungkidul. Sepanjang jalan setapak berawal dari gerbang masuk hingga lokasi puncak, tak perlu heran kalau banyak pengunjung berswafoto di sepanjang jalan. Hal tersebut mengingat pesona alam masih asri, sehingga sangat cocok dijadikan background berswafoto bareng keluarga, teman atau pun bareng pasangan. Tentu saja banyak pengunjung membawa tongkat selfie bahkan ada juga menggunakan pesawat drone demi merekam momen keseruan dan keindahan alam Gunungkidul melalui jepretan kamera."
166,Kebun Teh Nglinggo,Yogyakarta,Cagar Alam,"Wisata Kebun Teh Nglinggo adalah satu-satunya kebun teh yang berada di Yogyakarta. Sebenarnya kebun teh ini merupakan tempat mata pencaharian penduduk di sekitar Pagerhajo. Kemudian warga mempunyai ide untuk menjadikannya sebagai tempat wisata. Dengan pesona alamnya Kebun Teh Nglinggo menjadi objek wisata yang cukup terkenal di Kulon Progo. Kebun Teh Nglinggo terletak di wilayah Perbukitan Menoreh. Lokasinya di Desa Wisata Nglinggo, Nglinggo Barat, Pagerharjo, Samigaluh, Kabupaten Kulon Progo, DIY. Wisata ini menawarkan objek wisata berupa hamparan perkebunan teh dengan luas sekitar 136 hektare di ketinggian 900-1000 mdpl . Di sana pengunjung dapat melihat para pemetik daun teh dan dapat pula ikut memanen daun teh. Jika kurang puas pengunjung juga dapat naik hingga Puncak Kendeng Gunung Kukusan, dan akan dimanjakan dengan pemandangan alam yang memikat mata juga udara sejuk pegunungan yang masih alami . Dari puncak tersebut pengunjung akan disajikan dengan pemandangan delapan gunung besar yang ada di Jogja dan Jawa Tengah . Pengunjung juga bisa menjelajahi Kebun Teh Nglinggo dengan jeep ataupun motor trail. Meskipun buka dari pukul 06.00-18.00 WIB, tetapi Kebun Teh Nglinggo dapat dijadikan objek wisata untuk berburu sunrise. Karena pengunjung dapat bermalam di home stay sekitar. Untuk harga tiket masuk objek wisata Kebun Teh Nglinggo sebesar Rp 5000 per orang."
167,Geoforest Watu Payung Turunan,Yogyakarta,Cagar Alam,"Bagi para pemburu keindahan matahari terbit yang tinggal atau berdomisili di Yogyakarta dan sekitarnya, Geoforest Watu Payung Turunan merupakan tujuan yang tepat. Keindahan matahari terbit, panorama alam, dan keunikan ornamen merupakan perpaduan sempurna yang tersaji di Geoforest Watu Payung Turunan. Tak hanya untuk memotret, obyek wisata ini juga pas untuk sekadar bersantai menikmati indahnya pagi."
170,Candi Borobudur,Yogyakarta,Budaya,"Borobudur (bahasa Jawa: ꦕꦤ꧀ꦝꦶ​ꦧꦫꦧꦸꦝꦸꦂ, translit. Candhi Barabudhur) adalah sebuah candi Buddha yang terletak di Borobudur, Magelang, Jawa Tengah, Indonesia. Candi ini terletak kurang lebih 100 km di sebelah barat daya Semarang, 86 km di sebelah barat Surakarta, dan 40 km di sebelah barat laut Yogyakarta. Candi berbentuk stupa ini didirikan oleh para penganut agama Buddha Mahayana sekitar tahun 800-an Masehi pada masa pemerintahan wangsa Syailendra. Borobudur adalah candi atau kuil Buddha terbesar di dunia, sekaligus salah satu monumen Buddha terbesar di dunia.\nMonumen ini terdiri atas enam teras berbentuk bujur sangkar yang di atasnya terdapat tiga pelataran melingkar, pada dindingnya dihiasi dengan 2.672 panel relief dan aslinya terdapat 504 arca Buddha. Borobudur memiliki koleksi relief Buddha terlengkap dan terbanyak di dunia. Stupa utama terbesar teletak di tengah sekaligus memahkotai bangunan ini, dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang di dalamnya terdapat arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra (sikap tangan) Dharmachakra mudra (memutar roda dharma).\nMonumen ini merupakan model alam semesta dan dibangun sebagai tempat suci untuk memuliakan Buddha sekaligus berfungsi sebagai tempat ziarah untuk menuntun umat manusia beralih dari alam nafsu duniawi menuju pencerahan dan kebijaksanaan sesuai ajaran Buddha. Para peziarah masuk melalui sisi timur dan memulai ritual di dasar candi dengan berjalan melingkari bangunan suci ini searah jarum jam, sambil terus naik ke undakan berikutnya melalui tiga tingkatan ranah dalam kosmologi Buddha. Ketiga tingkatan itu adalah Kāmadhātu (ranah hawa nafsu), Rupadhatu (ranah berwujud), dan Arupadhatu (ranah tak berwujud). Dalam perjalanannya para peziarah berjalan melalui serangkaian lorong dan tangga dengan menyaksikan tak kurang dari 1.460 panel relief indah yang terukir pada dinding dan pagar langkan.\nMenurut bukti-bukti sejarah, Borobudur ditinggalkan pada abad ke-14 seiring melemahnya pengaruh kerajaan Hindu dan Buddha di Jawa serta mulai masuknya pengaruh Islam. Dunia mulai menyadari keberadaan bangunan ini sejak ditemukan 1814 oleh Sir Thomas Stamford Raffles, yang saat itu menjabat sebagai Gubernur Jenderal Inggris atas Jawa. Sejak saat itu Borobudur telah mengalami serangkaian upaya penyelamatan dan pemugaran (perbaikan kembali). Proyek pemugaran terbesar digelar pada kurun waktu 1975 hingga 1982 atas upaya Pemerintah Republik Indonesia dan UNESCO, kemudian situs bersejarah ini masuk dalam daftar Situs Warisan Dunia.Borobudur kini masih digunakan sebagai tempat ziarah keagamaan; tiap tahun umat Buddha yang datang dari seluruh Indonesia dan mancanegara berkumpul di Borobudur untuk memperingati Trisuci Waisak. Dalam dunia pariwisata, Borobudur adalah objek wisata tunggal di Indonesia yang paling banyak dikunjungi wisatawan."
174,Pasar Beringharjo,Yogyakarta,Pusat Perbelanjaan,"Pasar Beringharjo (bahasa Jawa: ꦥꦱꦂꦧꦼꦫꦶꦁꦲꦂꦗ, translit. Pasar Beringharjo) adalah pasar tertua dengan nilai historis dan filosofis yang tidak dapat dipisahkan dengan Keraton Yogyakarta. Beringharjo memiliki makna harafiah hutan pohon beringin yang diharapkan memberikan kesejahteraan bagi warga Yogyakarta. Pasar Beringharjo terletak di Jalan Jenderal Ahmad Yani nomor 16, Yogyakarta. Ada banyak jenis barang yang dapat dibeli di Pasar Beringharjo, mulai dari batik, jajanan pasar, uang kuno, pakaian anak dan dewasa, makanan cepat saji, bahan dasar jamu tradisional, sembako hingga barang antik."
175,Museum Ullen Sentalu,Yogyakarta,Budaya,"Museum Ullen Sentalu, (bahasa Jawa: ꦩꦸꦱꦶꦪꦸꦩ꧀​ꦈꦭ꧀ꦭꦺꦤ꧀​ꦱꦼꦤ꧀ꦠꦭꦸ, translit. Musiyum Ullèn Sentalu) terletak di Kecamatan Pakem (Kaliurang), Kabupaten Sleman, Daerah Istimewa Yogyakarta, adalah museum yang menampilkan budaya dan kehidupan para bangsawan Dinasti Mataram (Kasunanan Surakarta, Kesultanan Yogyakarta, Praja Mangkunegaran, dan Kadipaten Pakualaman) beserta koleksi bermacam-macam batik (baik gaya Yogyakarta maupun Surakarta).\nMuseum ini juga menampilkan tokoh raja-raja beserta permaisurinya dengan berbagai macam pakaian yang dikenakan, baik untuk acara formal maupun untuk keseharian. \nNama Ullen Sentalu merupakan akronim dari bahasa Jawa: “ULating bLENcong SEjatiNe TAtaraning LUmaku” yang artinya adalah “Nyala lampu blencong sebagai petunjuk bagi umat manusia dalam melangkah dan meniti kehidupan”. Falsafah ini diambil dari sebuah lampu minyak yang dipergunakan dalam pertunjukkan wayang kulit (blencong) yang merupakan cahaya yang selalu bergerak untuk mengarahkan dan menerangi perjalanan hidup kita. Museum ini didirikan oleh salah seorang bangsawan Yogyakarta yang dikenal sangat dekat dengan keluarga keraton Surakarta dan Yogyakarta.\nDi Museum Ullen Sentalu, dapat diketahui bagaimana para leluhur Jawa membuat batik yang memiliki arti dan makna yang mendalam di dalam setiap coraknya. Ada juga berbagai sejarah mengenai keadaan budaya Jawa dari masa Mataram Kuno hingga Mataram Islam dengan segala aturannya. Keadaan museum yang dibangun dengan baik mampu membuat pengunjung seperti terserap ke masa Jawa kuno yang mengagumkan."
176,Museum Gunung Merapi,Yogyakarta,Budaya,"Museum Gunung Merapi (bahasa Jawa: ꧋ꦩꦸꦱꦶꦪꦸꦩ꧀​ ꦒꦸꦤꦸꦁ​ ꦩꦼꦫꦥꦶ꧉, translit. Musiyum Gunung Merapi) merupakan museum bersejarah yang terdapat di Yogyakarta tepatnya di Jln. Boyong, Dusun Banteng, Desa Hargobinangun, Kecamatan Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta sekitar lima kilometer dari kawasan objek wisata Kaliurang. Museum Gunung Merapi telah diresmikan pada tanggal 1 Oktober 2009 oleh Menteri Energi dan Sumber Daya Mineral (ESDM), Purnomo Yusgiantoro.\nDengan luas bangunan sekitar 4,470 yang berdiri di atas tanah seluas 3,5 hektare, museum yang ke depan juga akan dilengkapi dengan taman, area parkir, dan plasa ini ingin dikenal masyarakat sebagai Museum Gunungapi Merapi dengan semboyan Merapi Jendela Bumi .\nMuseum Gunung Merapi ini dapat dijadikan sebagai sarana pendidikan, penyebarluasan informasi aspek kegunungapian khususnya dan kebencanaan geologi lainnya yang bersifat rekreatif-edukatif untuk masyarakat luas dengan tujuan untuk memberikan wawasan dan pemahaman tentang aspek ilmiah, maupun sosial-budaya dan lain-lain yang berkaitan dengan gunungapi dan sumber kebencanaan geologi lainnya. Museum Gunungapi ini diharapkan dapat menjadi solusi alternatif sebagai sarana yang sangat penting dan potensial sebagai pusat layanan informasi kegunungapian dalam upaya mencerdaskan kehidupan masyarakat, serta sebagai media dalam meningkatkan kesadaran dan kewaspadaan masyarakat tentang manfaat dan ancaman bahaya letusan gunungapi serta bencana geologi lainnya ."
179,Candi Ratu Boko,Yogyakarta,Budaya,"Situs Ratu Baka atau Candi Boko (Hanacaraka:ꦕꦤ꧀ꦝꦶ​ꦫꦠꦸ​ꦧꦏ, bahasa Jawa: Candhi Ratu Baka) adalah situs purbakala yang merupakan kompleks sejumlah sisa bangunan yang berada kira-kira 3 km di sebelah selatan dari kompleks Candi Prambanan, 18 km sebelah timur Kota Yogyakarta atau 50 km barat daya Kota Surakarta, Jawa Tengah, Indonesia. Situs Ratu Boko terletak di sebuah bukit pada ketinggian 196 meter dari permukaan laut. Luas keseluruhan kompleks adalah sekitar 25 ha."
180,Pantai Depok Jogja,Yogyakarta,Bahari,"Pantai Depok (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ ꦝꦺꦥꦺꦴꦏ꧀, translit. Pasisir Dhépok) merupakan objek wisata pantai yang terletak di Kecamatan Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta, sekitar tiga puluh kilometer di sebelah selatan Kota Yogyakarta. Pantai ini terkenal akan pasar ikannya yang ikannya merupakan hasil tangkapan nelayan Pantai Depok."
181,Pantai Sundak,Yogyakarta,Bahari,"Pantai Sundak merupakan salah satu pantai indah yang berada di Gunung Kidul tepatnya di dekat Pantai Indrayanti. Pantai ini berpasir putih dan memilii air yang masih bersih, bening, dan menyegarkan. Tetapi ombak di Pantai Sundak ini sangat besar, jadi jika anda ingin bermain air di Pantai Sundak diharapkan untuk berhati-hati. Selain bermain air anda juga bisa berjalan-jalan di tepi pantai sambil menikmati keindahan pantai ini. Jika anda berjalan di tepi pantai sampai sejauh 40 meter anda akan menemukan batu-batu karang kecil berjajar dan batu-batu karang tersebut adalah tempat persembunyian hewan-hewan laut yang kecil, tetapi harus tetap berhati-hati karena batu karang tersebut begitu tajam."
182,Hutan Mangrove Kulon Progo,Yogyakarta,Bahari,"Di sini ada kawasan wisata Hutan Mangrove Kulon Progo yang menyajikan keindahan alamnya. hutan Mangrove  ini memberikan pesona tersendiri selain pantai Glagah yang sudah menjadi primadona di Kulon Progo ini. Letak lokasi hutan mangrove  Kulon Progo ini sejatinya sudah masuk ke kawasan Pasir Mendit Kecamatan Temon Kulon Progo."
183,Jogja Bay Pirates Adventure Waterpark,Yogyakarta,Taman Hiburan,"Jogja Bay Waterpark atau Jogja Bay (bahasa Jawa: ꦠꦼꦭꦸꦏ꧀ꦔꦪꦺꦴꦒꦾ 'Teluk Ngayogya') adalah salah satu taman wisata air atau waterpark terbesar di Asia Tenggara yang berlokasi di Yogyakarta, Indonesia. Taman wisata air ini dibuka secara resmi pada 20 Desember 2015."
